Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	22f0dcd6-51b2-410f-8760-ab04852d3a45
Plate Name	m_func-IRF_TMRE_P1
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	modified_spots_chanel_3 - Total Spot Area - Mean per Well	modified_spots_chanel_3 - Relative Spot Intensity - Mean per Well	modified_spots_chanel_3 - Number of Spots - Mean per Well	modified_spots_chanel_3 - Number of Spots per Area of modified_spots_chanel_3 - Mean per Well	spots_chanel_3_final - Number of Objects	spots_chanel_3_final - Relative Spot Intensity - Mean per Well	spots_chanel_3_final - Corrected Spot Intensity - Mean per Well	spots_chanel_3_final - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_3_final - Spot Contrast - Mean per Well	spots_chanel_3_final - Spot Background Intensity - Mean per Well	spots_chanel_3_final - Spot Area [px²] - Mean per Well	spots_chanel_3_final - Region Intensity - Mean per Well	spots_chanel_3_final - Spot to Region Intensity - Mean per Well	ir_chanel_3_at - Number of Objects	ir_chanel_3_at - Number of modified_ir_chanel_3_at - Mean per Well	ir_chanel_3_at - Intensity ir_chanel_3_at chanel_3 Mean - Mean per Well	all_cells - Number of Objects	all_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well	all_cells - chanel_3 SER Spot 1 px - Mean per Well	all_cells - chanel_3 SER Hole 1 px - Mean per Well	all_cells - chanel_3 SER Ridge 1 px - Mean per Well	all_cells - chanel_3 SER Valley 1 px - Mean per Well	all_cells - chanel_3_intensity Mean - Mean per Well	all_cells - chanel_3_intensity Sum - Sum per Well	all_cells - chanel_2 Area [µm²] - Mean per Well	all_cells - chanel_2 Roundness - Mean per Well	all_cells - chanel_2 Width [µm] - Mean per Well	all_cells - chanel_2 Length [µm] - Mean per Well	all_cells - chanel_1 Area [µm²] - Mean per Well	all_cells - chanel_1 Roundness - Mean per Well	all_cells - chanel_1 Width [µm] - Mean per Well	all_cells - chanel_1 Length [µm] - Mean per Well	all_cells - chanel_2_intensity Mean - Mean per Well	all_cells - chanel_1_intensity Mean - Mean per Well	chan3_intensitymean_div_chan2area	spotschan3_intensitymean_div_chan2area	Number of Analyzed Fields	Global Image Binning	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	cell_type	cell_id	compound	concentration	cell_count	
2	2	1	0	193.128226249	0.519637564077	19.1707852828	0.144896258556	139640	0.794558169042	62.4530078921	132.174849613	0.767295257397	12.2122327296	10.0740905185	85.3455753192	0.890692511781	147381	0.90709114472	38.6014087568	210	0.188748535646	0.0389563128394	0.0982664108242	0.0685865480733	0.452655749051	14.5536086242	127723157	2708.31409865	0.341347296552	32.0982216957	100.915579967	180.782243611	0.750411690863	10.963596724	18.9596531765	14.3342745389	172.843087186	0.00537367827147	0.0230597359159	32	4	0	0	0	37	-1	5	hc	5400	none	0	2000	
2	3	1	0	161.344929337	0.482231607111	18.5502407206	0.164899299093	119445	0.78419333061	52.9364072723	111.640127255	0.753538366934	11.5937406827	8.69772698732	72.8890102857	0.900393859921	151078	0.626133520433	37.558818031	192	0.210954955276	0.0441574421829	0.0941092295296	0.0681373637396	0.378211947091	11.2650579206	89502738.5	2585.55891486	0.343463679104	31.3687383227	100.38626703	186.629299661	0.734586612911	10.9894720457	19.0303414071	15.8252060778	157.629352567	0.0043569140335	0.0204738739342	32	4	0	0	0	37	-1	5	hc	5400	none	0	2000	
2	4	1	0	167.399841647	0.506725849585	19.7973079968	0.167857021856	125020	0.783424193979	51.9482441019	109.423072308	0.752601173051	11.5116637696	8.45568709007	70.5239468055	0.915772672641	157517	0.600804992477	38.1042613868	180	0.209435681916	0.0448033623349	0.0962670905848	0.0689191762691	0.392060137029	11.7624101124	86939162.5	2672.40005561	0.333982693667	31.220072079	103.781953318	190.823059192	0.73469229747	11.2045061667	19.3949908693	16.2988267385	155.550818259	0.00440144060306	0.0194387977177	32	4	0	0	0	37	-1	5	hc	5400	none	0	2000	
2	5	1	0	127.045142651	0.486142768607	16.3719754424	0.180661546917	90668	0.770288574004	44.6536024454	93.8920126175	0.734822348485	10.9678025677	7.75991529536	61.3105534264	0.922004323299	129428	0.447515220818	36.2012788419	189	0.217518420375	0.0438289185745	0.0830406661338	0.0639251131269	0.324838698581	7.62106048376	55944575.5	2479.07319463	0.337083387729	30.1542077538	100.56624128199999	178.195434665	0.699756500602	10.8438305327	18.730979385	15.7033165465	124.067868741	0.0030741571085	0.0180122162356	32	4	0	0	0	37	0	5	hc	5400	none	0	2000	
2	6	1	0	142.326364867	0.515370943709	18.4457813205	0.183537659273	122646	0.773872100845	45.6962803413	95.9481964353	0.740045107453	11.0562593278	7.71593040132	62.0461694707	0.926759911752	166145	0.463829787234	37.1069452259	200	0.217950649699	0.0448278101449	0.0890753336761	0.0668831198701	0.361787532013	8.47416845002	72710447.5	2698.53038831	0.343252862223	32.0131251769	102.55331828	190.213487529	0.725796980728	11.3713941803	19.1014771066	15.3402535643	121.583762475	0.00314029016932	0.0169337653336	32	4	0	0	0	37	-1	5	hc	5400	none	0	2000	
2	7	1	0	80.506847578	0.535325529074	12.7929241694	0.215762127159	100885	0.749963731644	34.8815243358	71.2146553006	0.705730043583	10.2242385767	6.29307627497	47.7547884039	0.953568431218	154521	0.241423495836	33.6704173478	237	0.221280901561	0.042070998695	0.0712069524617	0.0605546886497	0.292457532943	4.59764352405	45908087	2587.97373161	0.34971654219	31.4232190671	100.563083621	199.67885442	0.694368170218	11.1198511406	20.133109286	16.1802281308	103.832157578	0.00177654180484	0.013478314679	32	4	0	0	0	37	0	5	hc	5400	none	0	2000	
2	8	1	0	116.034426453	0.493437564553	15.86787318	0.189279840207	116613	0.76708478627	42.3537691115	88.6137480384	0.730731835012	10.7535614659	7.31253805322	58.0141684516	0.927268114394	169553	0.388415421727	35.9689661913	198	0.221723383817	0.0443815562931	0.082100636605	0.0643870043425	0.325334576716	6.94628000838	61655416.5	2788.71064237	0.324055569103	33.0247709189	102.893088826	189.685102406	0.692465280945	11.3583817142	19.129526305	14.9829614447	98.1370781106	0.00249085720936	0.0151875811237	32	4	0	0	0	37	-1	5	hc	5400	none	0	2000	
2	9	1	0	86.3357500432	0.532971944997	13.3580182979	0.209996808259	77383	0.752586927092	36.5587905072	75.3298851169	0.709268237902	10.3133986672	6.46321543491	50.4956312711	0.939808028637	121575	0.263047501542	34.1972954367	200	0.222908678092	0.0430799256112	0.0706249476716	0.0602125961151	0.287105588184	4.70329200692	38000817.5	2536.97180418	0.352902232776	31.3488642726	100.488718662	195.145345655	0.663635910055	11.2308859947	19.857667446	16.4474803464	82.6422285171	0.00185389999178	0.014410404738	32	4	0	0	0	37	0	5	hc	5400	none	0	2000	
2	10	1	0	71.8532656023	0.545591067966	12.1417997097	0.219755374433	83657	0.748900950748	34.972921221	71.4570269075	0.703636190201	10.1238936033	5.91784309741	47.8884808497	0.953185058095	131859	0.214911382613	33.9192442414	191	0.227040243228	0.0440101080965	0.0713949997804	0.0606942337115	0.293727776836	4.38860462829	34022578.5	2524.03251726	0.339668217141	30.5688565844	101.538674902	181.190002845	0.676645158303	10.7957391058	19.0060231183	16.2042850041	92.3220534857	0.00173872745231	0.013855970944	32	4	0	0	0	37	0	5	hc	5400	none	0	2000	
2	11	1	0	33.4182838813	0.544473030568	6.38813151564	0.227227715298	39830	0.742300869109	34.3094233124	69.6656540296	0.692156637884	9.86987399144	5.23130805925	47.3120711916	0.960561332207	67895	0.155033507622	33.0197919129	146	0.207876375664	0.0386650303296	0.0488666780275	0.0503323514338	0.229675145524	2.50213580058	16335321	2683.3908076	0.311549885374	30.5465135748	109.706027175	186.119415296	0.668531538983	10.7986267485	19.923183171	15.8022963834	98.4025050526	0.000932452996964	0.0127858466293	32	4	0	0	0	37	0	5	hc	5400	none	0	2000	
